name|address|city|state|zip_code|day|time|info
 Lost and Found Group| 501 East Wallace Avenue|Coeur d'Alene|Idaho|00000|"Monday|Tuesday|Wednesday|Friday|Saturday|Sunday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access"
 Great Bend Group| 1620 Hubbard Street |Great Bend|Kansas|00000|"Monday|Monday|Tuesday|Wednesday|Wednesday|Friday|Friday|Saturday|Saturday"|"10:00 am - 11:00 am|7:00 pm - 8:00 pm|7:00 pm - 8:00 pm|10:00 am - 11:00 am|5:30 pm - 6:30 pm|10:00 am - 11:00 am|7:00 pm - 8:00 pm|10:00 am - 11:00 am|7:00 pm - 8:00 pm"|"Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting"
 Grateful Ladies Group| 425 East Borah Avenue|Coeur d'Alene|Idaho|00000|Tuesday|2:00 pm - 3:00 pm|Open Meeting, Wheelchair Access
 Good Morning AA Group| 425 East Borah Avenue|Coeur d'Alene|Idaho|00000|"Monday|Wednesday|Thursday|Friday|Saturday|Sunday"|"6:30 am - 7:30 am|6:30 am - 7:30 am|6:30 am - 7:30 am|6:30 am - 7:30 am|6:30 am - 7:30 am|6:30 am - 7:30 am"|"Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access|Newcomer, Open Meeting, Wheelchair Access|Open Meeting, Wheelchair Access"
 Fort Sherman Chapel Meeting| 332 Hubbard Street|Coeur d'Alene|Idaho|00000|"Monday|Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday|Sunday"|"7:45 am - 8:45 am|4:00 pm - 5:00 pm|7:45 am - 8:45 am|7:45 am - 8:45 am|7:45 am - 8:45 am|7:45 am - 8:45 am|7:45 am - 8:45 am|7:45 am - 8:45 am|7:00 pm - 8:00 pm"|"Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Speaker"
 Discussion Mapleton| 88148 Riverview Avenue |Mapleton|Oregon|00000|"Tuesday|Thursday|Saturday"|"7:00 pm - 8:00 pm|5:30 pm - 6:30 pm|7:00 pm - 8:00 pm"|"Closed Meeting|Closed Meeting|Open Meeting"
 From The Heart| 29101 Southeast Eagle Creek Road |Estacada|Oregon|00000|Thursday|7:00 pm - 8:00 pm|Discussion, Open Meeting
 Sunday Morning Just Do Group| 1200 Lord Boulevard|Bellevue|Nebraska|00000|Sunday|8:00 am - 9:00 am|Open Meeting, Wheelchair Access, English
 Saturday Night Speakers Group| 2409 Jackson Street|Bellevue|Nebraska|00000|Saturday|7:30 pm - 8:30 pm|Open Meeting, English
 Saturday Morning Sunrise Group| 1908 Lloyd Street|Bellevue|Nebraska|00000|Saturday|8:30 am - 9:30 am|Open Meeting, English
 Quick Fix Group| 1208 Sunset Drive|Bellevue|Nebraska|00000|Monday|6:15 pm - 7:15 pm|Open Meeting, English
 Monday Night Workshop Group| 1501 Franklin Street|Bellevue|Nebraska|00000|Monday|7:30 pm - 8:30 pm|Open Meeting, Wheelchair Access, English
 Heber Group| 571 South 6th West|Heber City|Utah|00000|"Saturday|Sunday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting|Open Meeting"
 Heber Candlelight Group| 571 South 6th West|Heber City|Utah|00000|"Monday|Thursday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting|Open Meeting"
 Heber 12 x 12 Group| 571 South 6th West|Heber City|Utah|00000|Wednesday|7:00 pm - 8:00 pm|Open Meeting
 Estacada Friendship Group| 297 Broadway Street |Estacada|Oregon|00000|"Monday|Friday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting|Open Meeting"
 Amity Moving Forward| 203 Nursery Street Southeast |Amity|Oregon|00000|Tuesday|7:00 pm - 8:00 pm|Open Meeting, Wheelchair Access
 Ferron Group| 390 West 500 North|Ferron|Utah|00000|Tuesday|7:00 pm - 8:00 pm|Smoking Permitted
 Scottsburg Group| 170 Main Street |Scottsburg|Oregon|00000|Thursday|7:00 pm - 8:00 pm|Open Meeting
 Meeting in the Mountains Group| 5325 North Fork Road|Eden|Utah|00000|"Wednesday|Friday|Saturday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm"|"Discussion, Open Meeting|Open Meeting, Speaker|Temporary Closure"
 Theres A Solution| 7101 Pleasant Valley Road |Burlington|Kentucky|00000|Monday|7:30 pm - 8:30 pm|Closed Meeting, Discussion
 Youre Not Alone| 1025 North Buckman Street |Shepherdsville|Kentucky|00000|Saturday|10:00 am - 11:00 am|Discussion, Open Meeting, Wheelchair Access
 Milford KY AA Group| 7089 Neave Milford Road |Brooksville|Kentucky|00000|Sunday|3:00 pm - 4:00 pm|Discussion, Open Meeting, Wheelchair Access
 502 Group| 1857 Midland Trail |Shelbyville|Kentucky|00000|Saturday|8:00 am - 9:00 am|Discussion, Open Meeting, Speaker
 Morning Bethel Online Group| 15 Great Pasture Road|Bethel|Connecticut|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday"|"7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am|9:00 am - 10:00 am"|"Virtual|Virtual|Virtual|Virtual|Virtual|Virtual|Virtual"
 Meeting Makers Make It Group| 15 Great Pasture Road|Bethel|Connecticut|00000|Friday|7:00 pm - 8:00 pm|Discussion, Newcomer, Open Meeting, Wheelchair Access, Wheelchair-Accessible Bathroom
 Meeting In A Pocket A Way Out Group| 15 Great Pasture Road|Bethel|Connecticut|00000|Tuesday|7:00 pm - 8:00 pm|Big Book, Closed Meeting, Newcomer, Wheelchair Access, Wheelchair-Accessible Bathroom
 Came To Believe Group| 2511 Dixie Highway |Fort Mitchell|Kentucky|00000|Thursday|7:30 pm - 8:30 pm|Closed Meeting, Discussion
 Marching In Step Group| 15 Great Pasture Road|Bethel|Connecticut|00000|Wednesday|7:00 pm - 8:00 pm|Closed Meeting, Discussion, Step Meeting, Wheelchair Access, Wheelchair-Accessible Bathroom
 Lifes Not Fair| 83 East Hickory |Fair Grove|Missouri|00000|Sunday|6:00 pm - 7:00 pm|Closed Meeting
 Late Night Meeting| 15 Great Pasture Road|Bethel|Connecticut|00000|"Monday|Tuesday|Wednesday|Thursday|Friday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm"|"Big Book, Discussion, Step Meeting|Big Book, Discussion, Step Meeting|Big Book, Discussion, Step Meeting|Big Book, Discussion, Step Meeting|Big Book, Discussion, Step Meeting"
 Bethany Group| 602 South 15th Street |Bethany |Missouri|00000|"Wednesday|Saturday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting|Open Meeting"
 Licking Group| 208 South Main Street |Licking|Missouri|00000|Tuesday|7:30 pm - 8:30 pm|Closed Meeting, Discussion
 Excelsior Springs Group| 208 South Street |Excelsior Springs|Missouri|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday|Sunday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm"|"Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting|Closed Meeting, Women|Open"
 Prince of Peace| 9350 Natural Bridge Rd |Berkeley|Missouri|00000|Monday|7:00 pm - 8:00 pm|Open Meeting, Step Meeting
 Living Sober Auburn| 907 North Main Street |Auburn|Indiana|00000|Friday|9:00 am - 10:00 am|Open Meeting, Women
 Cedar Creek Group| 7716 North County Line Road East |Auburn|Indiana|00000|Friday|7:30 pm - 8:30 pm|Closed Meeting, Discussion, Non-Smoking
 Choices 2 Group| 140 East Pleasant Avenue |Marengo|Indiana|00000|Wednesday|8:00 pm - 9:00 pm|Discussion, Open Meeting, Wheelchair Access
 Womens Big Book Study| 412 South John Street |Angola|Indiana|00000|Thursday|6:30 pm - 7:30 pm|Big Book, Open Meeting, Women
 Reynolds Crossroad Group| 600 East 2nd Street |Reynolds|Indiana|00000|Tuesday|7:30 pm - 8:30 pm|Closed Meeting
 Late Nighters Online Group| 6550 Lookout Road|Boulder|Colorado|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Sunday"|"10:00 pm - 11:00 pm|10:00 pm - 11:00 pm|10:00 pm - 11:00 pm|10:00 pm - 11:00 pm|10:00 pm - 11:00 pm|10:00 pm - 11:00 pm"|"Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting"
 Hand of AA Group| 5717 Arapahoe Avenue|Boulder|Colorado|00000|Saturday|4:00 pm - 5:00 pm|Discussion, Open Meeting
 Grupo Unidad Spanish Group| 5717 Arapahoe Avenue|Boulder|Colorado|00000|"Monday|Tuesday|Wednesday|Thursday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm|7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting, Spanish|Open Meeting, Spanish|Open Meeting, Spanish|Open Meeting, Spanish"
 Forever Clear Group| 5717 Arapahoe Avenue|Boulder|Colorado|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday"|"7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|8:00 am - 9:00 am|8:00 am - 9:00 am"|"Open Meeting|Newcomer, Open Meeting|Open Meeting|Newcomer, Open Meeting|Open Meeting|Newcomer, Open Meeting|Open Meeting"
 Clean Livers Online Group| 6550 Lookout Road|Boulder|Colorado|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday"|"4:00 pm - 5:00 pm|4:00 pm - 5:00 pm|4:00 pm - 5:00 pm|4:00 pm - 5:00 pm|4:00 pm - 5:00 pm|4:00 pm - 5:00 pm|4:00 pm - 5:00 pm"|"Virtual|Virtual|Virtual|Virtual|Virtual|Virtual|Virtual"
 Federated Church Saturdays| 45 South Summer Street |Edgartown|Massachusetts|00000|Saturday|8:00 pm - 9:00 pm|Open Meeting, Speaker, Discussion, Wheelchair Access
 Work It Youre Worth It| 225 Purchase Street |Easton|Massachusetts|00000|Wednesday|7:30 pm - 8:30 pm|Discussion, Open Meeting, Women
 Phoenix Easton| 6 Meadowhill Court |Easton|Massachusetts|00000|Friday|7:30 pm - 9:00 pm|Open Meeting
 Monday PM Group| 143 Lincoln Street |Easton|Massachusetts|00000|Monday|7:45 pm - 8:45 pm|Open Meeting, Wheelchair Access
 Kitchen AA Group| 375 Foundry Street |Easton|Massachusetts|00000|Monday|6:30 pm - 7:30 pm|Big Book, Closed Meeting, Men
 Monday Night Meeting| 312 South State Street|Appleton|Wisconsin|00000|Monday|8:00 pm - 9:00 pm|Closed Meeting, Wheelchair Access
 Living Sober Group| 1130 West Marquette Street|Appleton|Wisconsin|00000|Tuesday|6:30 pm - 7:30 pm|Open Meeting, Gay, Lesbian
 Living Free Tuesday Morning AA Group| 2331 East Lourdes Drive|Appleton|Wisconsin|00000|Tuesday|10:00 am - 11:00 am|Closed Meeting
 Inspiration Group| 201 South Glenridge Court|Appleton|Wisconsin|00000|Monday|7:00 pm - 8:00 pm|Closed Meeting, Women
 Grapevine Appleton| 1213 North Appleton Street|Appleton|Wisconsin|00000|Tuesday|12:00 pm - 1:00 pm|Closed Meeting
 Its A Beautiful Day Group| 295 Crawford Road |Derby|Vermont|00000|"Monday|Wednesday|Friday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Step Meeting, Big Book, Wheelchair Access"
 Thursday Night Windsor| 289 County Road |Windsor|Vermont|00000|Thursday|7:00 pm - 8:00 pm|Open Meeting, Discussion, Wheelchair Access
 Arnold Speaker Group 364| 461 College Parkway|Arnold|Maryland|00000|Friday|8:30 pm - 9:30 pm|Speaker
 Tuesday Nights Together Womens| 4002 Main Street |Manchester|Vermont|00000|Tuesday|6:00 pm - 7:00 pm|Discussion, Open Meeting, Women
 Arnold Area Thurs Womens Group| 301 College Parkway|Arnold|Maryland|00000|Thursday|6:30 pm - 7:30 pm|Discussion, Women, Wheelchair Access
 As Bill Sees It| 1200 Linden Ave|Arbutus|Maryland|00000|Monday|5:30 pm - 6:30 pm|Discussion, Open Meeting, Wheelchair Access
 Arbutus Wednesday Night Sobriety| 1200 Linden Ave|Arbutus|Maryland|00000|Wednesday|8:00 pm - 9:00 pm|Discussion, Open Meeting
 Young Peoples Living Sober| 301 Rowe Boulevard|Annapolis|Maryland|00000|Thursday|7:30 pm - 8:30 pm|Discussion
 Shelburne Meditation Discussion| 5171 Shelburne Road |Shelburne|Vermont|00000|"Tuesday|Thursday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting, Meditation, Discussion|Open Meeting, Meditation, Discussion"
 Eastville Sure Step and Big Book| 16304 Courthouse Road|Cape Charles|Virginia|00000|Sunday|7:00 pm - 8:00 pm|Open Meeting, Discussion, Step Meeting, Big Book
 Eastville Cheriton Group| 16304 Courthouse Road|Cape Charles|Virginia|00000|Friday|7:00 pm - 8:00 pm|Open Meeting, Discussion
 Callao Sunday Serenity| 72 Henderson Drive|Callao|Virginia|00000|Sunday|5:30 pm - 6:30 pm|Discussion, Open Meeting
 Burgess AA Meeting| 15213 Northumberland Highway|Burgess|Virginia|00000|Monday|12:00 am - 1:00 am|Discussion, Open Meeting, Wheelchair-Accessible Bathroom
 Within Rutland| 50 Merchants Row |Rutland|Vermont|00000|Thursday|9:00 am - 10:00 am|11th Step, Meditation, Discussion, Open Meeting, Wheelchair Access
 Experience Strength and Hope Oakview Avenue| 100 Oakview Avenue|Bristol|Virginia|00000|Tuesday|6:00 pm - 7:00 pm|Closed Meeting, Discussion
 High Noon Rutherfordton| 264 North Main Street |Rutherfordton|North Carolina|00000|Saturday|12:00 pm - 1:00 pm|Discussion, Open Meeting
 Tansboro Spiritual Group| 474 East Atlantic Avenue|Atco|New Jersey|00000|Sunday|10:00 am - 11:00 am|Discussion, Open Meeting, Virtual
 Lincolnton Group| 2639 North Carolina 150 |Lincolnton|North Carolina|00000|"Tuesday|Wednesday|Friday|Saturday|Sunday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|8:00 pm - 9:00 pm"|"Open Meeting, Big Book|Closed Meeting, Discussion|Open Meeting, Discussion|Open Meeting, Step Meeting|Open Meeting, Discussion"
 Freedom Through Sobriety| 209 South Government Street |Lincolnton|North Carolina|00000|Thursday|7:00 pm - 8:00 pm|Open Meeting, Big Book, Literature
 Log Cabin Group| 202 Bandon Road |Edenton|North Carolina|00000|"Tuesday|Friday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Open Meeting, Discussion|Open Meeting, Discussion"
 Tansboro Group| 474 East Atlantic Avenue|Atco|New Jersey|00000|Tuesday|7:30 pm - 8:30 pm|Discussion, Open Meeting, Virtual
 Edenton Chowan Group| 225 Virginia Road |Edenton|North Carolina|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday"|"8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|12:30 pm - 1:30 pm|10:00 am - 11:00 am"|"Open Meeting, As Bill Sees It|Closed Meeting, Discussion|Closed Meeting, Big Book|Closed Meeting, Discussion|Closed Meeting, Discussion|Open Meeting, Step Meeting"
 St Augustines Sunday AA Group| 155 Prospect Avenue|Asbury Park|New Jersey|00000|Sunday|4:00 pm - 5:00 pm|Open Meeting, Speaker
 Gay Men In Recovery| 806 3rd Avenue|Asbury Park|New Jersey|00000|Monday|7:30 pm - 8:30 pm|Closed Meeting, Discussion, Wheelchair Access, LGBTQ
 Totem Group| 2311 Pembroke Street |Anchorage|Alaska|00000|"Tuesday|Friday|Sunday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting"
 Friday Night Rainbow Group| 605 Asbury Avenue|Asbury Park|New Jersey|00000|Friday|8:00 pm - 9:00 pm|Closed Meeting, Discussion, Wheelchair Access, Variable Format, LGBTQ
 Ten Spot Group| 2222 East Tudor Road |Anchorage|Alaska|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday"|"9:30 pm - 10:30 pm|9:30 pm - 10:30 pm|9:30 pm - 10:30 pm|9:30 pm - 10:30 pm|9:30 pm - 10:30 pm|9:30 pm - 10:30 pm|9:30 pm - 10:30 pm"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting"
 Slap Happy Group| 2824 East 18th Avenue |Anchorage|Alaska|00000|Saturday|9:00 am - 10:00 am|Discussion, Open Meeting
 Lost and Found Anchorage| 3900 Wisconsin Street |Anchorage|Alaska|00000|"Monday|Tuesday|Wednesday|Thursday|Friday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting"
 Eye Openers Anchorage| 3103 Spenard Road |Anchorage|Alaska|00000|Saturday|9:00 am - 10:00 am|Discussion, Open Meeting
 The Tecumseh Group| 5211 South Occidental Highway|Michigan|49221|00000|"Monday|Thursday"|"7:30 pm - 8:30 pm|7:30 pm - 8:30 pm"|"Big Book, Closed Meeting, Wheelchair Access|Open Meeting, Speaker, Wheelchair Access"
 The Sunshine Group| 1245 West Maple Avenue|Adrian|Michigan|00000|"Monday|Tuesday|Wednesday|Thursday|Thursday|Friday|Saturday|Sunday"|"10:00 am - 11:00 am|10:00 am - 11:00 am|10:00 am - 11:00 am|10:00 am - 11:00 am|7:00 pm - 8:00 pm|10:00 am - 11:00 am|10:00 am - 11:00 am|1:00 pm - 2:00 pm"|"Closed Meeting, Discussion, Wheelchair Access|12 Steps & 12 Traditions, Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access"
 The Fresh Start Group| 227 North Winter Street|Adrian|Michigan|00000|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday"|"7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am|7:00 am - 8:00 am"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting"
 The Adrian Group| 1245 West Maple Avenue|Adrian|Michigan|00000|Sunday|8:00 pm - 9:00 pm|Open Meeting, Speaker
 Sunday Night Live Group| 600 Gulf Street|Adrian|Michigan|00000|Sunday|7:00 pm - 8:00 pm|Big Book, Wheelchair Access
 Mitchell SD Womens Meeting| 424 E 9th Ave|Mitchell|South Dakota|00000|Sunday|3:00 pm - 4:00 pm|Closed Meeting, Women
 Miller AA Meeting| 415 W 1st Avenue|Miller|South Dakota|00000|Monday|8:00 pm - 9:00 pm|Closed Meeting, Wheelchair Access, Discussion
 Miracle Workers| 410 1st Ave E|McLaughlin|South Dakota|00000|Thursday|6:30 pm - 7:30 pm|Closed Meeting, Women
 Fairfield Group Carrollton| 2868 Carrollton Villa Rica Highway |Carrollton|Georgia|00000|Tuesday|7:00 pm - 8:00 pm|Wheelchair Access, Discussion, Open Meeting
 Triangle Canton| 2941 Sam Nelson Road |Canton|Georgia|00000|Sunday|7:00 pm - 8:00 pm|Discussion, Open Meeting
 Serenity Time Group| 1558 Marietta Highway |Canton|Georgia|00000|Sunday|2:00 pm - 3:00 pm|12 Steps & 12 Traditions, Big Book, Daily Reflections, Discussion, Newcomer, Open Meeting, Wheelchair Access
 Canton Group| 110 Evergreen Road |Canton|Georgia|00000|"Tuesday|Thursday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm"|"Discussion, Open Meeting|Discussion, Closed Meeting"
 Madison Brown Baggers| 306 3rd Street NW|Madison|South Dakota|00000|"Monday|Tuesday|Wednesday|Thursday|Friday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Closed Meeting, Big Book|Closed Meeting, Big Book|Closed Meeting, Big Book|Closed Meeting, Big Book|Closed Meeting, Big Book"
 Lake Andes AA| 100 School St|Lake Andes|South Dakota|00000|Thursday|8:00 pm - 9:00 pm|Closed Meeting
 New Meeting Springfield| 1435 Georgia 119 |Springfield|Georgia|00000|Thursday|7:00 pm - 8:00 pm|Open Meeting, Step Meeting, Wheelchair Access
 Renewed Life Group| 5757 Starr Extension |Oregon|Ohio|00000|Saturday|7:00 pm - 8:00 pm|Discussion, Open Meeting
 Oregon Mens| 5330 Seaman Road |Oregon|Ohio|00000|Friday|7:00 pm - 8:00 pm|Closed Meeting, Discussion, Men
 Bal Harbour Group| 1045 95th St|Bay Harbor Islands|Florida|00000|"Monday|Wednesday|Friday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Discussion, Open Meeting, Wheelchair Access|Discussion, Open Meeting, Wheelchair Access|Discussion, Open Meeting, Wheelchair Access"
 Oregon Hope| 5650 Starr Extension |Oregon|Ohio|00000|Wednesday|12:00 pm - 12:00 am|12 Steps & 12 Traditions, Open Meeting
 Mary Lyons Center Women| 2725 Florida 60|Bartow|Florida|00000|Monday|8:00 pm - 9:00 pm|Open Meeting, Women
 Mary Lyons Center Detox Mens| 2725 Florida 60|Bartow|Florida|00000|Monday|8:00 pm - 9:00 pm|Men, Open Meeting
 Oregon Happy Hour| 4155 Pickle Road |Oregon|Ohio|00000|Sunday|2:00 pm - 3:00 pm|Big Book, Open Meeting
 Mary Lyons Center| 2725 Florida 60|Bartow|Florida|00000|"Wednesday|Sunday"|"8:00 pm - 9:00 pm|2:00 pm - 3:00 pm"|"Open Meeting|Open Meeting"
 Good News Group| 2801 Bay Park Drive |Oregon|Ohio|00000|Saturday|2:00 pm - 3:00 pm|Discussion, Open Meeting
 Going to Any Lengths In Alturas| 2745 Oak Street|Bartow|Florida|00000|Sunday|6:00 pm - 7:00 pm|Discussion, Open Meeting
 Sober On The Beach 109 East Main Street| 109 East Main Street|Avon Park|Florida|00000|Saturday|8:00 am - 9:00 am|Discussion, Open Meeting
 Llegamos a Creer| 1309 South Lake Boulevard|Avon Park|Florida|00000|"Monday|Wednesday|Saturday"|"7:30 pm - 8:30 pm|7:30 pm - 8:30 pm|7:30 pm - 8:30 pm"|"Spanish|Spanish|Spanish"
 Easy Does It Group 109 East Main Street| 109 East Main Street|Avon Park|Florida|00000|Friday|7:00 pm - 8:00 pm|Open Meeting, Speaker
 Back To Basics| 324 East Main Street|Avon Park|Florida|00000|"Tuesday|Thursday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Closed Meeting, Discussion|Closed Meeting, Discussion"
 Womens Promises Scarborough| 236 Pine Point Road |Scarborough|Maine|00000|Monday|5:30 pm - 6:30 pm|Closed Meeting, Discussion, Women, Wheelchair Access
 Scarborough Route 1 Group| 2 Church Street |Scarborough|Maine|00000|Thursday|7:00 pm - 8:00 pm|Closed Meeting, Discussion
 Scarborough Happy Hour Group| 100 Campus Drive |Scarborough|Maine|00000|Friday|5:30 pm - 6:30 pm|Newcomer, Discussion, Open Meeting, Speaker
 Groovin With Gratitude| 290 U.S. 1 |Scarborough|Maine|00000|Saturday|8:30 am - 9:30 am|Living Sober, Open Meeting, Women
 Women on Wednesday (W.O.W) Group| 1401 33rd Street South|Fargo|North Dakota|00000|Wednesday|7:00 pm - 8:00 pm|Temporary Closure
